layer,score,score_error,architecture,task,kind,source
c2,0.1673668853738336,0.005294559349790471,AtlasNet_seed=0,stdev_1.0,a_-0.2,pcs_1000
c2,0.15470994767798518,0.005853786883852901,AtlasNet_seed=0,stdev_1.0,a_-0.6,pcs_1000
c2,0.13200536948334912,0.005336897997531699,AtlasNet_seed=0,stdev_1.0,a_-1.0,pcs_1000
c2,0.10673413418194103,0.006475662274088887,AtlasNet_seed=0,stdev_1.0,a_-1.4,pcs_1000
c2,0.08052245543481638,0.0071711746267270095,AtlasNet_seed=0,stdev_1.0,a_-2,pcs_1000
c2,0.05839355720034507,0.007766275068834118,AtlasNet_seed=0,stdev_1.0,a_-3,pcs_1000
