n,variance,layer,architecture,task,kind,source
1,142885.7396433752,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
2,39493.00840953605,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
3,36920.74382651073,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
4,28683.05662642873,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
5,26046.081499534685,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
6,24238.207070339846,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
7,18547.993180687547,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
8,16093.460627216338,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
9,15571.080549236023,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
10,14447.184624738702,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
11,13354.16406462773,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
12,12281.782720800458,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
13,11980.412511957895,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
14,11457.002505372082,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
15,11179.435611586798,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
16,10996.866177863734,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
17,9872.130681406497,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
18,9660.432914877865,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
19,9523.78358135301,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
20,9465.929540647856,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
21,9351.057778110411,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
22,9045.791114407111,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
23,8883.429906677778,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
24,8642.306341178039,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
25,8578.257659557621,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
26,8406.56900283955,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
27,8199.996233357711,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
28,8065.367000634589,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
29,7938.079175067622,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
30,7858.562494628174,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
31,7845.293494106047,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
32,7772.835281928622,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
33,7641.998141173604,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
34,7434.261192854345,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
35,7409.08283632339,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
36,7291.035434389269,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
37,7149.599084547594,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
38,7052.025427357821,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
39,6993.332903230662,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
40,6875.075878681001,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
41,6783.751337235959,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
42,6709.067861835145,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
43,6642.250099766739,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
44,6604.840674031967,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
45,6563.103234318833,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
46,6388.114000375848,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
47,6357.633554063949,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
48,6327.496857269126,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
49,6269.305374285319,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
50,6214.16384290784,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
51,6144.865327570957,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
52,6077.330487988871,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
53,6019.621828075752,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
54,5853.110859031287,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
55,5805.807165312434,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
56,5780.18400791387,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
57,5725.493064535347,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
58,5679.306860243322,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
59,5591.413867268038,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
60,5561.160746931318,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
61,5457.644901926898,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
62,5432.866434804041,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
63,5421.778255562731,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
64,5385.264824351274,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
65,5321.277462354902,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
66,5283.561909492515,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
67,5229.988913109591,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
68,5209.511460703649,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
69,5171.291610224487,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
70,5139.257982657977,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
71,5076.580163675485,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
72,5057.545484900683,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
73,5008.982473679564,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
74,4952.463162642467,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
75,4893.323055656211,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
76,4887.195525601451,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
77,4843.898107562681,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
78,4837.287606415992,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
79,4780.8424859530305,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
80,4772.736271796185,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
81,4733.610822689753,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
82,4671.792723381696,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
83,4631.129730818052,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
84,4611.862875822159,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
85,4587.40492445175,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
86,4557.0505670959565,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
87,4520.39914575564,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
88,4481.662905024175,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
89,4440.024589545361,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
90,4398.07388590375,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
91,4379.443511972937,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
92,4346.332137368812,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
93,4339.483712200735,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
94,4312.253914238017,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
95,4309.8653775847015,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
96,4258.244274844518,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
97,4232.882220913264,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
98,4205.186240317899,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
99,4177.224848801644,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
100,4173.5384971658095,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
101,4164.242907704554,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
102,4107.460508066474,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
103,4098.522444402565,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
104,4054.105806236219,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
105,3991.693608241808,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
106,3966.297014768138,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
107,3955.932979575648,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
108,3939.438573632054,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
109,3900.1160737233768,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
110,3881.9426260854516,c2,AtlasNet_seed=0,Standard,a_NA,init_kaiNormal
